id,name,primary_classification,secondary_classification,tertiary_classification,common_name,material,characteristics,payment_category,payment_standard,description
gz_nhsa_consumables_C11030124800002,C11030124800002,吻合器及附件,其他吻合器及附件,其他吻合器及附件,筋膜闭合器,不区分,筋膜闭合器,乙类,2.60,
gz_nhsa_consumables_C12010111802001,C12010111802001,修补材料,骨盆底修补材料,骨盆底修复网片,修补材料,合成材料,不可吸收/平形,乙类,5849.80,
gz_nhsa_consumables_C12010111802002,C12010111802002,修补材料,骨盆底修补材料,骨盆底修复网片,修补材料,合成材料,不可吸收/预裁剪,乙类,9541.73,
gz_nhsa_consumables_C12010211802001,C12010211802001,修补材料,骨盆底修补材料,骶骨悬吊补片,修补材料,合成材料,不形可吸收/平形,乙类,3905.16,
gz_nhsa_consumables_C12010211802004,C12010211802004,修补材料,骨盆底修补材料,骶骨悬吊补片,修补材料,合成材料,部分可吸收/Y形,乙类,4077.39,
gz_nhsa_consumables_C12020111801002,C12020111801002,修补材料,皮肤修补材料,皮肤修复膜,修补材料,生物材料,可吸收,乙类,4841.82,限治疗类手术使用
gz_nhsa_consumables_C12030111802009,C12030111802009,修补材料,胸（腹）壁缺损修补材料,胸（腹）壁缺损修补片,修补材料,合成材料,完全可吸收/非防粘连/不带自动展开装,乙类,2129.29,
gz_nhsa_consumables_C12040111801001,C12040111801001,修补材料,软组织修补材料,软组织修补片,修补材料,生物材料,-交联,乙类,2335.41,
gz_nhsa_consumables_C12040111801002,C12040111801002,修补材料,软组织修补材料,软组织修补片,修补材料,生物材料,非交联,乙类,4432.62,
gz_nhsa_consumables_C12040111802001,C12040111802001,修补材料,软组织修补材料,软组织修补片,修补材料,合成材料,交联,乙类,4490.56,
gz_nhsa_consumables_C12040111802002,C12040111802002,修补材料,软组织修补材料,软组织修补片,修补材料,合成材料,非交联,乙类,1757.51,
gz_nhsa_consumables_C12050111801013,C12050111801013,修补材料,疝修补材料,腹股沟疝补片,修补材料,生物材料,完全可吸收/平片/预裁剪,乙类,2750.00,
gz_nhsa_consumables_C12050111801014,C12050111801014,修补材料,疝修补材料,腹股沟疝补片,修补材料,生物材料,完全可吸收/平片/非预裁剪,乙类,5800.00,
gz_nhsa_consumables_C12050111802001,C12050111802001,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/平片/预裁剪,乙类,140.00,
gz_nhsa_consumables_C12050111802002,C12050111802002,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/平片/非预裁剪,乙类,150.00,
gz_nhsa_consumables_C12050111802003,C12050111802003,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/网塞/预裁剪,乙类,1374.61,
gz_nhsa_consumables_C12050111802004,C12050111802004,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/网塞/非预裁剪,乙类,1350.00,
gz_nhsa_consumables_C12050111802005,C12050111802005,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/立体片/预裁剪,乙类,2731.00,
gz_nhsa_consumables_C12050111802006,C12050111802006,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,不可吸收/立体片/非预裁剪,乙类,1623.34,
gz_nhsa_consumables_C12050111802007,C12050111802007,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/平片/预裁剪,乙类,1380.00,
gz_nhsa_consumables_C12050111802008,C12050111802008,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/平片/非预裁剪,乙类,1120.00,
gz_nhsa_consumables_C12050111802009,C12050111802009,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/网塞/预裁剪,乙类,1350.00,
gz_nhsa_consumables_C12050111802010,C12050111802010,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/网塞/非预裁剪,乙类,3758.88,
gz_nhsa_consumables_C12050111802011,C12050111802011,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/立体片/预裁剪,乙类,3481.82,
gz_nhsa_consumables_C12050111802012,C12050111802012,修补材料,疝修补材料,腹股沟疝补片,修补材料,合成材料,部分可吸收/立体片/非预裁,乙类,655.99,
gz_nhsa_consumables_C12050211801010,C12050211801010,修补材料,疝修补材料,腹壁疝补片,修补材料,生物材料,完剪全可吸收/非防粘连/非预,乙类,125.88,
gz_nhsa_consumables_C12050211801012,C12050211801012,修补材料,疝修补材料,腹壁疝补片,修补材料,生物材料,-完剪全可吸收/防粘连/非预裁,乙类,1350.00,
gz_nhsa_consumables_C12050211802001,C12050211802001,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,不剪可吸收/非防粘连/预裁剪,乙类,6000.00,
gz_nhsa_consumables_C12050211802002,C12050211802002,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,不可吸收/非防粘连/非预裁,乙类,3659.19,
gz_nhsa_consumables_C12050211802003,C12050211802003,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,不剪可吸收/防粘连/预裁剪,乙类,7000.00,
gz_nhsa_consumables_C12050211802004,C12050211802004,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,不可吸收/防粘连/非预裁剪,乙类,5246.92,
gz_nhsa_consumables_C12050211802005,C12050211802005,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,部分可吸收/非防粘连/预裁,乙类,3659.19,
gz_nhsa_consumables_C12050211802006,C12050211802006,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,部剪分可吸收/非防粘连/非预,乙类,4441.25,
gz_nhsa_consumables_C12050211802007,C12050211802007,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,-部剪分可吸收/防粘连/预裁剪,乙类,10865.70,
gz_nhsa_consumables_C12050211802008,C12050211802008,修补材料,疝修补材料,腹壁疝补片,修补材料,合成材料,部分可吸收/防粘连/非预裁,乙类,15476.00,
gz_nhsa_consumables_C12050311802003,C12050311802003,修补材料,疝修补材料,食道裂孔疝专用补片,修补材料,合成材料,不可吸收/防粘连/预裁剪,乙类,18220.00,
gz_nhsa_consumables_C12050311802007,C12050311802007,修补材料,疝修补材料,食道裂孔疝专用补片,修补材料,合成材料,部分可吸收/防粘连/预裁剪,乙类,1350.00,
gz_nhsa_consumables_C12050411802001,C12050411802001,修补材料,疝修补材料,其他疝修补材料,修补材料,合成材料,脐疝专用补片,乙类,1260.00,
gz_nhsa_consumables_C12050411802002,C12050411802002,修补材料,疝修补材料,其他疝修补材料,修补材料,合成材料,造口旁疝专用补片,乙类,1400.00,
gz_nhsa_consumables_C12050512700002,C12050512700002,修补材料,疝修补材料,修补固定器（装置）,固定器,不区分,不可吸收/直杆/螺旋钉,乙类,9500.00,
gz_nhsa_consumables_C12050512700006,C12050512700006,修补材料,疝修补材料,修补固定器（装置）,固定器,不区分,可吸收/直杆/螺旋,乙类,2846.89,
gz_nhsa_consumables_C12060111800000,C12060111800000,修补材料,心血管修补材料,心脏补片,修补材料,不区分,-常规,乙类,1604.30,
gz_nhsa_consumables_C12060211800000,C12060211800000,修补材料,心血管修补材料,血管补片,修补材料,不区分,常规,乙类,4031.46,
gz_nhsa_consumables_C12070111800000,C12070111800000,修补材料,其他修补材料,其他修补材料,修补材料,不区分,常规,乙类,1702.98,
gz_nhsa_consumables_C14020118200000,C14020118200000,基础卫生材,常规医疗用,药品吸入器,吸入器,不区,常规,乙类,15.12,
gz_nhsa_consumables_C14020225600003,C14020225600003,基础料卫生材料,常规品医疗用品,其他常规医疗用品,肛门镜,分不区分,肛门镜,乙类,9.07,
gz_nhsa_consumables_C14020225900006,C14020225900006,基础卫生材料,常规医疗用品,其他常规医疗用品,胶片,不区分,胶片,乙类,12.50,
gz_nhsa_consumables_C14020226500012,C14020226500012,基础卫生材料,常规医疗用品,其他常规医疗用品,清创护理材,不区分,清创护理材,乙类,20.53,
gz_nhsa_consumables_C14020226600013,C14020226600013,基础卫生材料,常规医疗用品,其他常规医疗用品,吸氧管,不区分,吸氧管,乙类,5.00,
gz_nhsa_consumables_C14020226700014,C14020226700014,基础卫生材料,常规医疗用品,其他常规医疗用品,吸氧面罩,不区分,吸氧面罩,乙类,13.14,
gz_nhsa_consumables_C14020226900017,C14020226900017,基础卫生材料,常规医疗用品,其他常规医疗用品,阴道扩张,不区分,阴道扩张,乙类,1.04,
gz_nhsa_consumables_C14020227100019,C14020227100019,基础卫生材料,常规医疗用品,其他常规医疗用品,导管固定,不区分,导管固定,乙类,0.61,
gz_nhsa_consumables_C14020227200020,C14020227200020,基础卫生材料,常规医疗用品,其他常规医疗用品,输液贴,不区分,输液贴,乙类,0.80,
gz_nhsa_consumables_C14040100500000,C14040100500000,基础卫生材,等离子刀头,等离子刀头,手术刀头,不区,常规,乙类,2148.57,
gz_nhsa_consumables_C14050100500000,C14050100500000,基础卫生材料,射频刀头,射频切割凝闭刀头,手术刀头,不区分,常规,乙类,1113.95,
gz_nhsa_consumables_C14070318300000,C14070318300000,基础卫生材料,光电及辅助材料,传感器及辅助材料,贴片,不区分,常规,乙类,308.29,
gz_nhsa_consumables_C14080118400001,C14080118400001,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,免打结/单股/带针/7/0#及以,乙类,7.42,
gz_nhsa_consumables_C14080118400002,C14080118400002,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,免下打结/单股/带针/4/0#-6/0#,乙类,23.63,
gz_nhsa_consumables_C14080118400003,C14080118400003,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,免打结/单股/带针/3/0#及以,乙类,58.86,
gz_nhsa_consumables_C14080118400025,C14080118400025,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,防上渗漏/单股/带针/7/0#及以,乙类,286.96,
gz_nhsa_consumables_C14080118400026,C14080118400026,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,防下渗漏/单股/带针/4/0#-6/0#,乙类,207.16,
gz_nhsa_consumables_C14080118400027,C14080118400027,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,防渗漏/单股/带针/3/0#及以,乙类,278.33,
gz_nhsa_consumables_C14080118400036,C14080118400036,基础卫生材料,缝合及凝固材料,不可吸收性特殊理化缝线,不可吸收性缝线,不区分,防上渗漏/编织/不带针/3/0#及,乙类,300.00,
gz_nhsa_consumables_C14080218400001,C14080218400001,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,-单上股/带针/7/0#及以下,乙类,98.61,
gz_nhsa_consumables_C14080218400002,C14080218400002,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,单股/带针/4/0#-6/0#,乙类,292.00,
gz_nhsa_consumables_C14080218400003,C14080218400003,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,单股/带针/3/0#及以上,乙类,292.00,
gz_nhsa_consumables_C14080218400005,C14080218400005,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,单股/不带针/4/0#-6/0#,乙类,292.00,
gz_nhsa_consumables_C14080218400006,C14080218400006,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,单股/不带针/3/0#及以,乙类,292.00,
gz_nhsa_consumables_C14080218400007,C14080218400007,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,上编织/带针/7/0#及以下,乙类,920.00,
gz_nhsa_consumables_C14080218400008,C14080218400008,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,编织/带针/4/0#-6/0#,乙类,301.00,
gz_nhsa_consumables_C14080218400009,C14080218400009,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,编织/带针/3/0#及以上,乙类,1050.00,
gz_nhsa_consumables_C14080218400010,C14080218400010,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,编织/不带针/7/0#及以,乙类,300.00,
gz_nhsa_consumables_C14080218400011,C14080218400011,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,下编织/不带针/4/0#-6/0#,乙类,304.00,
gz_nhsa_consumables_C14080218400012,C14080218400012,基础卫生材料,缝合及凝固材料,不可吸收性非特殊理化缝线,不可吸收性缝线,不区分,编织/不带针/3/0#及以,乙类,304.00,
gz_nhsa_consumables_C14080318500002,C14080318500002,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含上抗菌剂/单股/带针/4/0#-,乙类,227.04,
gz_nhsa_consumables_C14080318500003,C14080318500003,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,-含/0抗# 菌剂/单股/带针/3/0#及以上,乙类,291.56,
gz_nhsa_consumables_C14080318500008,C14080318500008,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含抗菌剂/编织/带针/4/0#-,乙类,62.56,
gz_nhsa_consumables_C14080318500009,C14080318500009,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,-含/0抗# 菌剂/编织/带针/3/0#及以上,乙类,62.14,
gz_nhsa_consumables_C14080318500014,C14080318500014,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,免打结/单股/带针/4/0#-6/0#,乙类,527.51,
gz_nhsa_consumables_C14080318500015,C14080318500015,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,免打结/单股/带针/3/0#及以,乙类,558.54,
gz_nhsa_consumables_C14080318500018,C14080318500018,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,免上打结/单股/不带针/3/0#及,乙类,493.51,
gz_nhsa_consumables_C14080318500037,C14080318500037,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,-防上刺伤/单股/带针/7/0#及以,乙类,271.83,
gz_nhsa_consumables_C14080318500038,C14080318500038,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,防下刺伤/单股/带针/4/0#-6/0#,乙类,398.27,
gz_nhsa_consumables_C14080318500039,C14080318500039,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,防刺伤/单股/带针/3/0#及以,乙类,405.87,
gz_nhsa_consumables_C14080318500044,C14080318500044,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,防上刺伤/编织/带针/4/0#-6/0#,乙类,266.31,
gz_nhsa_consumables_C14080318500045,C14080318500045,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,防刺伤/编织/带针/3/0#及以,乙类,137.96,
gz_nhsa_consumables_C14080318500050,C14080318500050,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含上抗菌剂免打结/单股/带针/4/0#-6/0#,乙类,746.16,
gz_nhsa_consumables_C14080318500051,C14080318500051,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含抗菌剂免打结/单股/带针/3/0#及以,乙类,687.72,
gz_nhsa_consumables_C14080318500063,C14080318500063,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含上抗菌剂防刺伤/单股/带针/3/0#及以,乙类,325.56,
gz_nhsa_consumables_C14080318500068,C14080318500068,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含上抗菌剂防刺伤/编织/带针/4/0#-6/0#,乙类,120.00,
gz_nhsa_consumables_C14080318500069,C14080318500069,基础卫生材料,缝合及凝固材料,可吸收性特殊理化缝线,可吸收缝线,不区分,含抗菌剂防刺伤/编织/带针/3/0#及以,乙类,192.74,
gz_nhsa_consumables_C14080418500001,C14080418500001,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,上单股/带针/7/0#及以下,乙类,102.12,
gz_nhsa_consumables_C14080418500002,C14080418500002,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,单股/带针/4/0#-,乙类,98.36,
gz_nhsa_consumables_C14080418500003,C14080418500003,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,-/单0#股/带针/3/0#及以上,乙类,80.83,
gz_nhsa_consumables_C14080418500006,C14080418500006,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,单股/不带针/3/0#及以,乙类,26.23,
gz_nhsa_consumables_C14080418500007,C14080418500007,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,上编织/带针/7/0#及以下,乙类,22.54,
gz_nhsa_consumables_C14080418500008,C14080418500008,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,编织/带针/4/0#-,乙类,23.67,
gz_nhsa_consumables_C14080418500009,C14080418500009,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,-/编0#织/带针/3/0#及以上,乙类,25.73,
gz_nhsa_consumables_C14080418500011,C14080418500011,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,编织/不带针/4/0#-6/0#,乙类,22.16,
gz_nhsa_consumables_C14080418500012,C14080418500012,基础卫生材料,缝合及凝固材料,可吸收性非特殊理化缝线,可吸收缝线,不区分,编织/不带针/3/0#及以,乙类,76.14,
gz_nhsa_consumables_C14080618700001,C14080618700001,基础卫生材料,缝合及凝固材料,皮肤缝合器,缝合器,不区分,-≤35枚,乙类,107.93,
gz_nhsa_consumables_C14080618700002,C14080618700002,基础卫生材料,缝合及凝固材料,皮肤缝合器,缝合器,不区分,＞35枚,乙类,159.38,
gz_nhsa_consumables_C14080727400001,C14080727400001,基础卫生材料,缝合及凝固材料,其他缝合及凝固材料,缝合针,不区分,缝合针,乙类,3.48,
gz_nhsa_consumables_C14080802200001,C14080802200001,基础卫生材料,缝合及凝固材料,止血夹,止血夹,不区分,专科/单件,乙类,44.40,
gz_nhsa_consumables_C14080802200002,C14080802200002,基础卫生材料,缝合及凝固材料,止血夹,止血夹,不区分,专科/套装,乙类,172.10,
gz_nhsa_consumables_C14080802200003,C14080802200003,基础卫生材料,缝合及凝固材料,止血夹,止血夹,不区分,通用/单件,乙类,35.00,
gz_nhsa_consumables_C14090118800000,C14090118800000,基础卫生材,护创材料,外固定材料,外固定材料,不区,常规,乙类,1.68,
gz_nhsa_consumables_C14100118900001,C14100118900001,基础料卫生材料,麻醉包及套件,麻醉包,麻醉套包,分不区分,全身麻醉,乙类,58.24,
gz_nhsa_consumables_C14100118900002,C14100118900002,基础卫生材料,麻醉包及套件,麻醉包,麻醉套包,不区分,硬膜外麻醉,乙类,59.64,
gz_nhsa_consumables_C14100118900003,C14100118900003,基础卫生材料,麻醉包及套件,麻醉包,麻醉套包,不区分,神经阻滞麻醉,乙类,38.96,
gz_nhsa_consumables_C14100118900004,C14100118900004,基础卫生材,麻醉包及套,麻醉包,麻醉套包,不区,其他,乙类,40.50,
gz_nhsa_consumables_C14100218900000,C14100218900000,基础料卫生材,麻醉件包及套,局麻针,麻醉套包,分不区,常规,乙类,9.53,
gz_nhsa_consumables_C14100318900000,C14100318900000,基础料卫生材,麻醉件包及套,局麻导管,麻醉套包,分不区,常规,乙类,72.13,
gz_nhsa_consumables_C14100418900000,C14100418900000,基础料卫生材料,麻醉件包及套件,其他麻醉套件,麻醉套包,分不区分,其他,乙类,45.90,
gz_nhsa_consumables_C14100423000003,C14100423000003,基础卫生材料,麻醉包及套件,其他麻醉套件,气体吸附器,不区分,气体吸附器,乙类,37.36,
gz_nhsa_consumables_C14110119000001,C14110119000001,基础卫生材,药液转移器,药液转移器,移液器,不区,有针,乙类,1.47,
gz_nhsa_consumables_C14110119000002,C14110119000002,基础料卫生材,药液转移器,药液转移器,移液器,分不区,无针,乙类,6.54,
gz_nhsa_consumables_C14120119100000,C14120119100000,基础料卫生材,引流袋,集尿袋,集尿袋,分不区,常规,乙类,3.36,
gz_nhsa_consumables_C14120203500000,C14120203500000,基础料卫生材,引流袋,引流袋,引流装置,分不区,常规,乙类,5.12,
gz_nhsa_consumables_C14130119200001,C14130119200001,基础料卫生材,造口护理材,造口袋,造口袋,分不区,一件式,乙类,34.91,
gz_nhsa_consumables_C14130119200002,C14130119200002,基础料卫生材,造口料护理材,造口袋,造口袋,分不区,两件式,乙类,56.14,
gz_nhsa_consumables_C14150100400000,C14150100400000,基础料卫生材料,-扩张导管,子宫颈扩张导管,导管,分不区分,常规,乙类,2000.00,
gz_nhsa_consumables_C14150200200001,C14150200200001,基础卫生材料,扩张导管,子宫颈扩张球囊,球囊,不区分,带可调式针芯,乙类,437.16,
gz_nhsa_consumables_C14150200200002,C14150200200002,基础卫生材料,扩张导管,子宫颈扩张球囊,球囊,不区分,不带可调式针芯,乙类,410.29,
gz_nhsa_consumables_C14150400400000,C14150400400000,基础卫生材料,扩张导管,其他扩张类导管,导管,不区分,常规,乙类,2000.00,
gz_nhsa_consumables_C14160100400000,C14160100400000,基础卫生材料,测压导管,动静脉测压管,导管,不区分,常规,乙类,4.00,
gz_nhsa_consumables_C14160600400000,C14160600400000,基础卫生材料,测压导管,膀胱内静压监测包,导管,不区分,常规,乙类,1081.40,
gz_nhsa_consumables_C14160700400002,C14160700400002,基础卫生材料,测压导管,尿动力学导管,导管,不区分,双腔,乙类,1000.00,
gz_nhsa_consumables_C14160700400003,C14160700400003,基础卫生材料,测压导管,尿动力学导管,导管,不区分,三腔,乙类,1000.00,
gz_nhsa_consumables_C14160900400000,C14160900400000,基础卫生材料,测压导管,直肠测压导管,导管,不区分,常规,乙类,216.86,
gz_nhsa_consumables_C14161000400000,C14161000400000,基础卫生材,测压导管,测压连接管,导管,不区,常规,乙类,22.97,
gz_nhsa_consumables_C14161100400000,C14161100400000,基础料卫生材料,测压导管,压力监测套件,导管,分不区分,常规,乙类,200.22,
gz_nhsa_consumables_C14170103501002,C14170103501002,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,PVC,数字式/负压/不带针胸管,乙类,331.00,
gz_nhsa_consumables_C14170103501003,C14170103501003,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,PVC,数字式/无负压/带针胸管,乙类,344.28,
gz_nhsa_consumables_C14170103501006,C14170103501006,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,PVC,非数字式/负压/不带针胸管,乙类,7.78,
gz_nhsa_consumables_C14170103501007,C14170103501007,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,PVC,非数字式/无负压/带针胸管,乙类,6.93,
gz_nhsa_consumables_C14170103501008,C14170103501008,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,PVC,非数字式/无负压/不带针胸管,乙类,5.17,
gz_nhsa_consumables_C14170103502004,C14170103502004,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,乳胶,数字式/无负压/不带针胸管,乙类,1000.00,
gz_nhsa_consumables_C14170103502007,C14170103502007,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,乳胶,非数字式/无负压/带针胸管,乙类,1000.00,
gz_nhsa_consumables_C14170103503004,C14170103503004,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,硅胶,数字式/无负压/不带针胸管,乙类,8.31,
gz_nhsa_consumables_C14170103503005,C14170103503005,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,硅胶,非数字式/负压/带针胸管,乙类,1000.00,
gz_nhsa_consumables_C14170103503008,C14170103503008,基础卫生材料,导管、引流装置,胸腔引流管,引流装置,硅胶,非数字式/无负压/不带针胸管,乙类,12.16,
gz_nhsa_consumables_C14170203500001,C14170203500001,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,数字式/可加负压/单腔,乙类,7.58,
gz_nhsa_consumables_C14170203500003,C14170203500003,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,数字式/可加负压/多腔,乙类,47.15,
gz_nhsa_consumables_C14170203500004,C14170203500004,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,数字式/不可加负压/单腔,乙类,20.81,
gz_nhsa_consumables_C14170203500005,C14170203500005,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,数字式/不可加负压/双腔,乙类,45.55,
gz_nhsa_consumables_C14170203500006,C14170203500006,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,数字式/不可加负压/多腔,乙类,12.71,
gz_nhsa_consumables_C14170203500007,C14170203500007,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/可加负压/单腔,乙类,18.62,
gz_nhsa_consumables_C14170203500008,C14170203500008,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/可加负压/双腔,乙类,320.00,
gz_nhsa_consumables_C14170203500009,C14170203500009,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/可加负压/多腔,乙类,54.83,
gz_nhsa_consumables_C14170203500010,C14170203500010,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/不可加负压/单腔,乙类,15.39,
gz_nhsa_consumables_C14170203500011,C14170203500011,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/不可加负压/双腔,乙类,18.55,
gz_nhsa_consumables_C14170203500012,C14170203500012,基础卫生材料,导管、引流装置,胸腔引流瓶,引流装置,不区分,非数字式/不可加负压/多腔,乙类,55.33,
gz_nhsa_consumables_C14170303501001,C14170303501001,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,PVC,负压/带穿刺针,乙类,320.00,
gz_nhsa_consumables_C14170303501002,C14170303501002,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,PVC,负压/不带穿刺针,乙类,439.80,
gz_nhsa_consumables_C14170303501004,C14170303501004,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,PVC,无负压/不带穿刺,乙类,1000.00,
gz_nhsa_consumables_C14170303502004,C14170303502004,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,乳胶,无负压/不带穿刺,乙类,7.67,
gz_nhsa_consumables_C14170303503001,C14170303503001,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,硅胶,负压/带穿刺针,乙类,287.77,
gz_nhsa_consumables_C14170303503002,C14170303503002,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,硅胶,负压/不带穿刺针,乙类,177.32,
gz_nhsa_consumables_C14170303503003,C14170303503003,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,硅胶,无负压/带穿刺针,乙类,1000.00,
gz_nhsa_consumables_C14170303503004,C14170303503004,基础卫生材料,导管、引流装置,腹腔引流管,引流装置,硅胶,无负压/不带穿刺,乙类,7.41,
gz_nhsa_consumables_C14170419501001,C14170419501001,基础卫生材料,导管、引流装置,导尿管/套装,导尿包,PVC,硅胶涂层/单腔,乙类,18.23,
gz_nhsa_consumables_C14170419501005,C14170419501005,基础卫生材料,导管、引流装置,导尿管/套装,导尿包,PVC,超滑涂层/单腔,乙类,21.34,
gz_nhsa_consumables_C14170419501013,C14170419501013,基础卫生材料,导管、引流装置,导尿管/套装,导尿包,PVC,复合涂层/单腔,乙类,19.38,
gz_nhsa_consumables_C14170419501017,C14170419501017,基础卫生材料,导管、引流装置,导尿管/套装,导尿包,PVC,测温/单腔,乙类,16.00,
